DATE,CPI,3M Nom Yld.,5 Yr Nom Yld. (Interpolated),10 Yr Nom Yld.,24M CPI (Ann.),5 Yr Real Yld.,10 Yr Real Yld.
1/31/1960,5.611996913,4.54,4.925,5.33,,,
2/29/1960,5.611996913,4.55,4.964,5.4,,,
3/31/1960,5.601783998,4.62,5.093,5.59,,,
4/30/1960,5.632422744,4.65,5.147,5.67,,,
5/31/1960,5.632422744,4.56,5.111,5.69,,,
6/30/1960,5.66306149,5.68,5.855,6.04,,,
7/31/1960,5.673274405,5.55,5.774,6.01,,,
8/31/1960,5.637529201,5.59,5.804,6.03,,,
9/30/1960,5.642635659,5.57,5.828,6.1,,,
10/31/1960,5.688593778,5.09,5.582,6.1,,,
11/30/1960,5.714126066,4.64,5.371,6.14,,,
12/31/1960,5.729445438,4.35,5.237,6.17,,,
1/31/1961,5.734551896,4.17,5.135,6.15,,,
2/28/1961,5.734551896,4.4,5.179,6,,,
3/31/1961,5.754977726,4.49,5.255,6.06,,,
4/30/1961,5.785616472,4.41,5.199,6.03,,,
5/31/1961,5.800935845,4.44,5.244,6.09,,,
6/30/1961,5.852000421,4.54,5.417,6.34,,,
7/31/1961,5.852000421,6.69,6.627,6.56,,,
8/31/1961,5.908171455,6.7,6.695,6.69,,,
9/30/1961,5.89795854,6.55,6.613,6.68,,,
10/31/1961,5.908171455,5.73,5.915,6.11,,,
11/30/1961,5.969448946,5.39,5.789,6.21,,,
12/31/1961,5.979661861,5.4,5.814,6.25,,,
1/31/1962,6.000087692,5.24,5.708,6.2,3.40%,2.308,2.800
2/28/1962,6.006087779,5.53,5.891,6.27,3.45%,2.439,2.818
3/30/1962,6.03008813,4.41,5.316,6.27,3.75%,1.564,2.517
4/30/1962,6.114089358,4.05,5.136,6.28,4.19%,0.948,2.092
5/31/1962,6.132089621,3.82,5.018,6.28,4.34%,0.677,1.939
6/29/1962,6.174090235,3.92,5.026,6.19,4.41%,0.611,1.775
7/31/1962,6.150089884,3.89,4.825,5.81,4.12%,0.708,1.692
8/31/1962,6.096089095,3.75,4.661,5.62,3.99%,0.673,1.632
9/28/1962,6.090089007,3.64,4.249,4.89,3.89%,0.360,1.001
10/31/1962,6.084088919,3.86,4.440,5.05,3.42%,1.022,1.632
11/30/1962,6.10808927,3.69,4.411,5.17,3.39%,1.021,1.780
12/31/1962,6.138089709,3.72,4.412,5.14,3.50%,0.907,1.635
1/31/1963,6.162090059,3.49,4.338,5.23,3.66%,0.677,1.569
2/28/1963,6.216090849,3.43,4.404,5.43,4.11%,0.290,1.316
3/29/1963,6.222090936,3.76,4.583,5.45,3.98%,0.604,1.471
4/30/1963,6.240091199,3.71,4.480,5.29,3.85%,0.626,1.437
5/31/1963,6.234091112,3.64,4.385,5.17,3.67%,0.719,1.504
6/28/1963,6.234091112,3.7,4.372,5.08,3.21%,1.159,1.867
7/31/1963,6.198090586,3.76,4.393,5.06,2.91%,1.479,2.145
8/30/1963,6.180090323,3.72,4.324,4.96,2.28%,2.049,2.685
9/30/1963,6.198090586,3.67,4.269,4.9,2.51%,1.756,2.387
10/31/1963,6.222090936,3.74,4.339,4.97,2.62%,1.717,2.348
11/29/1963,6.240091199,3.74,4.456,5.21,2.24%,2.214,2.968
12/31/1963,6.252091375,3.72,4.461,5.24,2.25%,2.208,2.987
1/31/1964,6.282091813,3.76,4.496,5.27,2.32%,2.173,2.947
2/28/1964,6.288091901,4.31,4.865,5.45,2.32%,2.545,3.129
3/31/1964,6.312092252,4.3,4.865,5.46,2.31%,2.554,3.148
4/30/1964,6.366093041,4.3,4.880,5.49,2.04%,2.840,3.450
5/28/1964,6.42009383,4.38,4.950,5.55,2.32%,2.629,3.229
6/30/1964,6.444094181,4.46,5.035,5.64,2.16%,2.872,3.477
7/31/1964,6.444094181,4.65,5.191,5.76,2.36%,2.828,3.398
8/31/1964,6.468094532,4.66,5.191,5.75,3.01%,2.185,2.744
9/30/1964,6.468094532,4.65,5.196,5.77,3.06%,2.139,2.713
10/30/1964,6.474094619,4.7,5.255,5.84,3.16%,2.100,2.685
11/30/1964,6.528095409,6.63,6.357,6.07,3.38%,2.976,2.689
12/31/1964,6.552095759,6.63,6.508,6.38,3.32%,3.191,3.063
1/29/1965,6.570096022,6.54,6.447,6.35,3.26%,3.190,3.092
2/26/1965,6.570096022,6.44,6.401,6.36,2.81%,3.593,3.552
3/31/1965,6.594096373,6.55,6.535,6.52,2.95%,3.589,3.574
4/30/1965,6.720098215,6.38,6.487,6.6,3.77%,2.712,2.825
5/28/1965,6.744098566,6.36,6.521,6.69,4.01%,2.511,2.680
6/30/1965,6.762098829,5.54,6.120,6.73,4.15%,1.971,2.581
7/30/1965,6.762098829,5.63,6.195,6.79,4.45%,1.744,2.339
8/31/1965,6.774099004,5.56,6.106,6.68,4.70%,1.410,1.984
9/30/1965,6.780099092,5.49,5.967,6.47,4.59%,1.378,1.880
10/29/1965,6.786099179,5.44,5.922,6.43,4.43%,1.488,1.996
11/30/1965,6.816099618,5.4,5.892,6.41,4.51%,1.379,1.896
12/31/1965,6.846100056,5.52,6.041,6.59,4.64%,1.399,1.947
1/31/1966,6.858100232,5.48,5.938,6.42,4.48%,1.454,1.936
2/28/1966,6.864100319,5.62,6.073,6.55,4.48%,1.593,2.070
3/31/1966,6.876100495,5.6,6.151,6.73,4.37%,1.778,2.358
4/29/1966,6.960101722,5.64,6.156,6.7,4.56%,1.595,2.139
5/31/1966,7.008102424,5.66,6.196,6.76,4.48%,1.717,2.281
6/30/1966,7.026102687,5.73,6.349,7,4.42%,1.930,2.582
7/29/1966,6.996102249,6.68,7.002,7.34,4.20%,2.806,3.145
8/31/1966,7.038102862,6.73,7.100,7.49,4.31%,2.787,3.177
9/30/1966,7.026102687,6.75,6.872,7,4.22%,2.647,2.776
10/31/1966,7.04410295,6.51,6.710,6.92,4.31%,2.400,2.611
11/30/1966,7.086103564,6.74,6.798,6.86,4.19%,2.612,2.674
12/30/1966,7.098103739,6.53,6.579,6.63,4.08%,2.495,2.547
1/31/1967,7.110103915,6.08,6.319,6.57,4.03%,2.290,2.542
2/28/1967,7.116104002,6.04,6.215,6.4,4.07%,2.143,2.328
3/31/1967,7.116104002,5.5,5.953,6.43,3.88%,2.070,2.547
4/28/1967,7.170104792,5.41,5.878,6.37,3.29%,2.584,3.076
5/31/1967,7.164104704,5.25,5.820,6.42,3.07%,2.753,3.353
6/30/1967,7.194105142,5.28,5.943,6.64,3.14%,2.798,3.495
7/31/1967,7.152104529,5.35,6.061,6.81,2.84%,3.218,3.967
8/31/1967,7.134104266,5.29,5.982,6.71,2.62%,3.359,4.087
9/29/1967,7.128104178,5.48,6.094,6.74,2.53%,3.560,4.206
10/31/1967,7.182104967,5.73,6.300,6.9,2.88%,3.424,4.024
11/30/1967,7.224105581,7.55,7.331,7.1,2.95%,4.381,4.151
12/29/1967,7.272106282,7.48,7.397,7.31,3.06%,4.333,4.246
1/31/1968,7.296106633,7.52,7.413,7.3,3.14%,4.269,4.156
2/29/1968,7.332107159,7.37,7.321,7.27,3.35%,3.968,3.917
3/29/1968,7.35610751,7.11,7.203,7.3,3.43%,3.771,3.868
4/30/1968,7.488109439,7.08,7.173,7.27,3.72%,3.449,3.546
5/31/1968,7.494109527,7.24,7.298,7.36,3.41%,3.889,3.951
6/28/1968,7.524109965,7.24,7.420,7.61,3.48%,3.937,4.127
7/31/1968,7.530110053,7.06,7.367,7.69,3.75%,3.621,3.944
8/30/1968,7.542110229,6.95,7.242,7.55,3.52%,3.724,4.031
9/30/1968,7.548110316,6.58,7.028,7.5,3.65%,3.380,3.852
10/31/1968,7.584110842,6.49,6.992,7.52,3.76%,3.230,3.758
11/29/1968,7.602111105,6.79,7.248,7.73,3.58%,3.671,4.153
12/31/1968,7.704112596,6.78,7.379,8.01,4.18%,3.198,3.829
1/31/1969,7.74611321,6.73,7.475,8.26,4.38%,3.099,3.883
2/28/1969,7.788113824,7.71,8.046,8.4,4.62%,3.431,3.785
3/28/1969,7.818114262,7.78,8.209,8.66,4.82%,3.392,3.843
4/30/1969,7.90211549,7.8,8.214,8.65,4.98%,3.234,3.669
5/29/1969,7.890115315,7.85,8.396,8.97,4.94%,3.451,4.025
6/30/1969,7.926115841,7.88,8.567,9.29,4.96%,3.603,4.326
7/31/1969,7.926115841,7.83,8.390,8.98,5.27%,3.118,3.708
8/29/1969,7.908115578,7.79,8.389,9.02,5.29%,3.104,3.735
9/30/1969,7.932115929,7.81,8.419,9.06,5.49%,2.930,3.571
10/31/1969,7.992116805,7.74,8.276,8.84,5.49%,2.787,3.352
11/28/1969,8.010117069,7.74,8.315,8.92,5.30%,3.015,3.620
12/31/1969,8.064117858,7.65,8.264,8.91,5.30%,2.959,3.605
1/30/1970,8.130118822,7.51,8.182,8.89,5.56%,2.621,3.329
2/27/1970,8.172119436,7.59,8.121,8.68,5.57%,2.548,3.107
3/31/1970,8.220120138,7.18,7.843,8.54,5.71%,2.133,2.830
4/30/1970,8.346121979,6.77,7.637,8.55,5.57%,2.063,2.976
5/29/1970,8.37012233,6.86,7.805,8.8,5.68%,2.122,3.117
6/30/1970,8.394122681,6.85,7.824,8.85,5.62%,2.201,3.227
7/31/1970,8.454123558,6.83,7.644,8.5,5.96%,1.686,2.542
8/31/1970,8.44812347,6.82,7.556,8.33,5.84%,1.720,2.494
9/30/1970,8.490124084,6.81,7.599,8.43,6.06%,1.543,2.373
10/30/1970,8.580125399,6.81,7.594,8.42,6.36%,1.230,2.056
11/30/1970,8.640126276,6.82,7.731,8.69,6.61%,1.122,2.081
12/31/1970,8.700127153,6.82,7.848,8.93,6.27%,1.580,2.662
1/29/1971,8.820128907,6.77,7.759,8.8,6.71%,1.051,2.092
2/26/1971,8.868129608,6.72,7.631,8.59,6.71%,0.922,1.881
3/31/1971,8.940130661,6.62,7.458,8.34,6.94%,0.523,1.405
4/30/1971,9.132133467,5.68,6.913,8.21,7.50%,-0.589,0.709
5/28/1971,9.192134344,5.63,6.828,8.09,7.94%,-1.108,0.154
6/30/1971,9.258135308,5.59,6.832,8.14,8.08%,-1.244,0.063
7/30/1971,9.312136098,5.56,6.607,7.71,8.39%,-1.784,-0.681
8/31/1971,9.318136185,5.81,6.726,7.69,8.55%,-1.824,-0.860
9/30/1971,9.330136361,4.75,6.075,7.47,8.45%,-2.380,-0.985
10/29/1971,9.38413715,4.56,5.866,7.24,8.36%,-2.494,-1.119
11/30/1971,9.438137939,4.28,5.629,7.05,8.55%,-2.919,-1.498
12/31/1971,9.486138641,4.41,5.716,7.09,8.46%,-2.744,-1.369
1/31/1972,9.54013943,4.35,5.656,7.03,8.33%,-2.669,-1.295
2/29/1972,9.588140131,4.36,5.671,7.05,8.32%,-2.647,-1.268
3/30/1972,9.61814057,4.31,5.811,7.39,8.17%,-2.359,-0.780
4/28/1972,9.708141885,4.27,5.814,7.44,7.85%,-2.037,-0.411
5/31/1972,9.756142587,4.3,6.029,7.85,7.96%,-1.933,-0.113
6/30/1972,9.822143551,5.64,7.253,8.95,8.17%,-0.920,0.778
7/31/1972,9.85214399,5.76,7.290,8.9,7.95%,-0.662,0.948
8/31/1972,9.93014513,5.83,7.399,9.05,8.42%,-1.018,0.633
9/29/1972,9.984145919,6.63,7.926,9.29,8.44%,-0.516,0.848
10/31/1972,10.12214794,6.89,7.967,9.1,8.61%,-0.648,0.485
11/30/1972,10.15814846,6.93,7.982,9.09,8.43%,-0.447,0.661
12/29/1972,10.21214925,8.31,8.822,9.36,8.34%,0.480,1.018
1/31/1973,10.27815022,8.13,8.637,9.17,7.95%,0.687,1.221
2/28/1973,10.34415118,8.06,8.679,9.33,8.00%,0.677,1.328
3/30/1973,10.40415206,7.94,8.836,9.78,7.88%,0.959,1.902
4/30/1973,10.60215495,7.67,8.639,9.66,7.75%,0.891,1.912
5/31/1973,10.68015609,7.2,8.437,9.74,7.79%,0.647,1.949
6/29/1973,10.73415688,6.96,8.383,9.88,7.68%,0.706,2.203
7/31/1973,10.78215758,10.89,10.666,10.43,7.60%,3.062,2.826
8/31/1973,10.81215802,10.97,11.092,11.22,7.72%,3.373,3.501
9/28/1973,10.90815942,10.94,11.203,11.48,8.13%,3.077,3.354
10/31/1973,11.12416258,10.67,10.972,11.29,8.88%,2.095,2.413
11/30/1973,11.20816381,12.45,12.270,12.08,8.97%,3.295,3.106
12/31/1973,11.29216504,12.42,12.527,12.64,9.10%,3.422,3.535
1/31/1974,11.50816819,12.03,12.503,13,9.83%,2.671,3.169
2/28/1974,11.70380705,11.82,12.619,13.46,10.48%,2.136,2.977
3/29/1974,11.80738057,11.98,12.725,13.51,10.80%,1.928,2.712
4/30/1974,12.21016645,11.48,12.620,13.82,12.15%,0.472,1.672
5/31/1974,12.38278898,11.21,12.243,13.33,12.66%,-0.417,0.670
6/28/1974,12.50937883,11.24,12.492,13.81,12.85%,-0.361,0.957
7/31/1974,12.62446051,11.19,12.642,14.17,13.20%,-0.557,0.971
8/30/1974,12.63596868,11.25,12.843,14.52,12.80%,0.039,1.715
9/30/1974,12.77406669,10.98,12.534,14.17,13.11%,-0.578,1.058
10/31/1974,13.02724639,10.89,12.702,14.61,13.45%,-0.744,1.164
11/29/1974,13.25740976,10.98,13.309,15.76,14.24%,-0.932,1.519
12/31/1974,13.45304862,10.99,13.587,16.32,14.78%,-1.190,1.544
1/31/1975,13.79829366,10.2641,12.605,15.07,15.87%,-3.260,-0.796
2/28/1975,14.02845703,9.7704,11.505,13.33,16.45%,-4.950,-3.125
3/31/1975,14.30465306,9.3694,10.768,12.24,17.26%,-6.488,-5.016
4/30/1975,14.85704514,9.2403,10.789,12.42,18.38%,-7.588,-5.957
5/30/1975,15.47848622,9.4459,11.231,13.11,20.39%,-9.155,-7.276
6/30/1975,15.77769859,9.4826,11.191,12.99,21.24%,-10.046,-8.248
7/31/1975,15.93881295,10.4272,11.559,12.75,21.58%,-10.025,-8.834
8/29/1975,16.03087829,10.3805,11.545,12.77,21.76%,-10.220,-8.995
9/30/1975,16.16897631,10.4835,11.593,12.76,21.75%,-10.156,-8.989
10/31/1975,16.39913967,11.4103,12.433,13.51,21.42%,-8.983,-7.906
11/28/1975,16.59477853,10.988,12.290,13.66,21.68%,-9.390,-8.020
12/31/1975,16.80192556,10.7708,12.135,13.57,21.98%,-9.846,-8.411
1/30/1976,17.02058076,9.2987,10.927,12.64,21.61%,-10.688,-8.974
2/27/1976,17.23923595,8.6161,10.328,12.13,21.37%,-11.038,-9.236
3/31/1976,17.3313013,8.4177,10.431,12.55,21.15%,-10.723,-8.604
4/30/1976,17.66503818,9.9432,11.174,12.47,20.28%,-9.107,-7.811
5/28/1976,17.86067704,10.9983,11.667,12.37,20.10%,-8.433,-7.729
6/30/1976,17.95274238,10.9919,12.189,13.45,19.80%,-7.608,-6.347
7/30/1976,17.98726689,10.8693,12.180,13.56,19.36%,-7.185,-5.805
8/31/1976,18.24044659,10.9403,12.270,13.67,20.15%,-7.877,-6.477
9/30/1976,18.48211812,12.3748,13.254,14.18,20.28%,-7.031,-6.105
10/29/1976,18.815855,14.4337,15.036,15.67,20.18%,-5.145,-4.511
11/30/1976,19.08054286,14.0342,14.729,15.46,19.97%,-5.239,-4.508
12/31/1976,19.33372256,13.5094,14.318,15.17,19.88%,-5.562,-4.710
1/31/1977,19.84008196,11.7386,12.874,14.07,19.91%,-7.037,-5.841
2/28/1977,20.03572082,10.7662,12.020,13.34,19.51%,-7.488,-6.168
3/31/1977,20.23135968,8.7643,10.555,12.44,18.93%,-8.370,-6.485
4/29/1977,20.74922725,7.4973,9.779,12.18,18.18%,-8.399,-5.997
5/31/1977,20.91034161,7.4337,9.590,11.86,16.23%,-6.639,-4.369
6/30/1977,21.1289968,7.4502,9.920,12.52,15.72%,-5.802,-3.202
7/29/1977,21.15201314,7.3008,10.014,12.87,15.20%,-5.185,-2.329
8/31/1977,21.25558665,6.4184,9.279,12.29,15.15%,-5.869,-2.858
9/30/1977,21.37066833,5.3013,8.092,11.03,14.97%,-6.873,-3.936
10/31/1977,21.46273368,4.4776,7.319,10.31,14.40%,-7.083,-4.092
11/30/1977,21.56630719,6.4265,8.518,10.72,14.00%,-5.481,-3.279
12/30/1977,21.68138888,6.2931,8.440,10.7,13.60%,-5.156,-2.896
1/31/1978,21.80797873,5.7692,8.128,10.61,13.19%,-5.066,-2.583
2/28/1978,21.93456858,5.9755,8.126,10.39,12.80%,-4.673,-2.409
3/31/1978,22.07266659,5.9962,8.531,11.2,12.85%,-4.321,-1.653
4/28/1978,22.3948953,6.9988,9.391,11.91,12.59%,-3.203,-0.685
5/31/1978,22.52148515,8.4825,10.333,12.28,12.29%,-1.960,-0.012
6/30/1978,22.69410768,9.2726,10.835,12.48,12.43%,-1.597,0.048
7/31/1978,22.79768119,9.1136,10.700,12.37,12.58%,-1.880,-0.210
8/31/1978,22.94728738,9.0466,10.597,12.23,12.16%,-1.565,0.067
9/29/1978,23.03935272,9.1659,10.732,12.38,11.65%,-0.918,0.730
10/31/1978,23.14292624,10.2846,11.471,12.72,10.90%,0.567,1.816
11/30/1978,23.30404059,11.566,12.308,13.09,10.51%,1.794,2.575
12/29/1978,23.49967945,11.5635,12.322,13.12,10.25%,2.073,2.871
1/31/1979,23.8449245,12.0863,12.799,13.55,9.63%,3.170,3.921
2/28/1979,24.04056335,12.2281,13.086,13.99,9.54%,3.547,4.451
3/30/1979,24.23620221,11.4397,11.752,12.08,9.45%,2.301,2.629
4/30/1979,24.65049627,11.2863,11.337,11.39,9.00%,2.340,2.394
5/31/1979,24.84613513,11.4209,11.581,11.75,9.01%,2.576,2.744
6/29/1979,25.27193735,13.3295,12.955,12.56,9.37%,3.589,3.195
7/31/1979,26.36521333,13.3459,12.856,12.34,11.65%,1.211,0.695
