DATE,5 YR,10 YR
9/30/1938,1.2095,2.43
10/31/1938,1.1997,2.41
11/30/1938,1.19,2.39
12/31/1938,1.1851,2.38
1/31/1939,1.16,2.36
2/28/1939,1.1551,2.35
3/31/1939,1.1503,2.34
4/30/1939,1.1405,2.32
5/31/1939,1.1356,2.31
6/30/1939,1.1308,2.3
7/31/1939,1.1259,2.29
8/31/1939,1.1162,2.27
9/30/1939,1.1113,2.26
10/31/1939,1.1064,2.25
11/30/1939,1.1015,2.24
12/31/1939,1.0918,2.22
1/31/1940,1.0818,2.21
2/29/1940,1.0721,2.19
3/31/1940,1.0623,2.17
4/30/1940,1.0526,2.15
5/31/1940,1.0379,2.12
6/30/1940,1.0282,2.1
7/31/1940,1.0185,2.08
8/31/1940,1.0087,2.06
9/30/1940,0.999,2.04
10/31/1940,0.9892,2.02
11/30/1940,0.9746,1.99
12/31/1940,0.9649,1.97
1/31/1941,1.0013,1.95
2/28/1941,1.0208,1.99
3/31/1941,1.0451,2.04
4/30/1941,1.0646,2.08
5/31/1941,1.0841,2.12
6/30/1941,1.1036,2.16
7/31/1941,1.1279,2.21
8/31/1941,1.1474,2.25
9/30/1941,1.1669,2.29
10/31/1941,1.1864,2.33
11/30/1941,1.2108,2.38
12/31/1941,1.2303,2.42
1/31/1942,1.3677,2.46
2/28/1942,1.3677,2.46
3/31/1942,1.3677,2.46
4/30/1942,1.3677,2.46
5/31/1942,1.3677,2.46
6/30/1942,1.3677,2.46
7/31/1942,1.3726,2.47
8/31/1942,1.3726,2.47
9/30/1942,1.3726,2.47
10/31/1942,1.3726,2.47
11/30/1942,1.3726,2.47
12/31/1942,1.3726,2.47
1/31/1943,1.3931,2.47
2/28/1943,1.3931,2.47
3/31/1943,1.3931,2.47
4/30/1943,1.3931,2.47
5/31/1943,1.3931,2.47
6/30/1943,1.3931,2.47
7/31/1943,1.3979,2.48
8/31/1943,1.3979,2.48
9/30/1943,1.3979,2.48
10/31/1943,1.3979,2.48
11/30/1943,1.3979,2.48
12/31/1943,1.3979,2.48
1/31/1944,1.4031,2.48
2/29/1944,1.3982,2.47
3/31/1944,1.3933,2.46
4/30/1944,1.3885,2.45
5/31/1944,1.3836,2.44
6/30/1944,1.3787,2.43
7/31/1944,1.3787,2.43
8/31/1944,1.3738,2.42
9/30/1944,1.369,2.41
10/31/1944,1.3641,2.4
11/30/1944,1.3592,2.39
12/31/1944,1.3544,2.38
1/31/1945,1.3495,2.37
2/28/1945,1.3446,2.36
3/31/1945,1.3349,2.34
4/30/1945,1.33,2.33
5/31/1945,1.3203,2.31
6/30/1945,1.3154,2.3
7/31/1945,1.3056,2.28
8/31/1945,1.3008,2.27
9/30/1945,1.291,2.25
10/31/1945,1.2862,2.24
11/30/1945,1.2764,2.22
12/31/1945,1.2715,2.21
1/31/1946,1.2618,2.19
2/28/1946,1.2667,2.2
3/31/1946,1.2667,2.2
4/30/1946,1.2715,2.21
5/31/1946,1.2715,2.21
6/30/1946,1.2764,2.22
7/31/1946,1.2764,2.22
8/31/1946,1.2813,2.23
9/30/1946,1.2813,2.23
10/31/1946,1.2862,2.24
11/30/1946,1.2862,2.24
12/31/1946,1.291,2.25
1/31/1947,1.3987,2.25
2/28/1947,1.4085,2.27
3/31/1947,1.4133,2.28
4/30/1947,1.4231,2.3
5/31/1947,1.4279,2.31
6/30/1947,1.4377,2.33
7/31/1947,1.4474,2.35
8/31/1947,1.4523,2.36
9/30/1947,1.4621,2.38
10/31/1947,1.4669,2.39
11/30/1947,1.4767,2.41
12/31/1947,1.4815,2.42
1/31/1948,1.7221,2.44
2/29/1948,1.7172,2.43
3/31/1948,1.7123,2.42
4/30/1948,1.7074,2.41
5/31/1948,1.7026,2.4
6/30/1948,1.6977,2.39
7/31/1948,1.6928,2.38
8/31/1948,1.6831,2.36
9/30/1948,1.6782,2.35
10/31/1948,1.6733,2.34
11/30/1948,1.6685,2.33
12/31/1948,1.6636,2.32
1/31/1949,1.6895,2.31
2/28/1949,1.6895,2.31
3/31/1949,1.6895,2.31
4/30/1949,1.6895,2.31
5/31/1949,1.6895,2.31
6/30/1949,1.6895,2.31
7/31/1949,1.6944,2.32
8/31/1949,1.6944,2.32
9/30/1949,1.6944,2.32
10/31/1949,1.6944,2.32
11/30/1949,1.6944,2.32
12/31/1949,1.6944,2.32
1/31/1950,1.7559,2.32
2/28/1950,1.7656,2.34
3/31/1950,1.7754,2.36
4/30/1950,1.7851,2.38
5/31/1950,1.7949,2.4
6/30/1950,1.8046,2.42
7/31/1950,1.8192,2.45
8/31/1950,1.829,2.47
9/30/1950,1.8387,2.49
10/31/1950,1.8485,2.51
11/30/1950,1.8582,2.53
12/31/1950,1.8679,2.55
1/31/1951,2.0469,2.57
2/28/1951,2.0518,2.58
3/31/1951,2.0567,2.59
4/30/1951,2.0615,2.6
5/31/1951,2.0664,2.61
6/30/1951,2.0713,2.62
7/31/1951,2.0762,2.63
8/31/1951,2.0762,2.63
9/30/1951,2.081,2.64
10/31/1951,2.0859,2.65
11/30/1951,2.0908,2.66
12/31/1951,2.0956,2.67
1/31/1952,2.2133,2.68
2/29/1952,2.2182,2.69
3/31/1952,2.2279,2.71
4/30/1952,2.2328,2.72
5/31/1952,2.2377,2.73
6/30/1952,2.2426,2.74
7/31/1952,2.2523,2.76
8/31/1952,2.2572,2.77
9/30/1952,2.2621,2.78
10/31/1952,2.2669,2.79
11/30/1952,2.2767,2.81
12/31/1952,2.2815,2.82
1/31/1953,2.3685,2.83
2/28/1953,2.3538,2.8
3/31/1953,2.3392,2.77
4/30/1953,2.3685,2.83
5/31/1953,2.4756,3.05
6/30/1953,2.5049,3.11
7/31/1953,2.4172,2.93
8/31/1953,2.4269,2.95
9/30/1953,2.3879,2.87
10/31/1953,2.2856,2.66
11/30/1953,2.2954,2.68
12/31/1953,2.2515,2.59
1/31/1954,1.6954,2.48
2/28/1954,1.6905,2.47
3/31/1954,1.6418,2.37
4/30/1954,1.6028,2.29
5/31/1954,1.6418,2.37
6/30/1954,1.6467,2.38
7/31/1954,1.6077,2.3
8/31/1954,1.6369,2.36
9/30/1954,1.6467,2.38
10/31/1954,1.671,2.43
11/30/1954,1.6954,2.48
12/31/1954,1.71,2.51
1/31/1955,2.169,2.61
2/28/1955,2.1885,2.65
3/31/1955,2.2031,2.68
4/30/1955,2.2372,2.75
5/31/1955,2.2421,2.76
6/30/1955,2.2518,2.78
7/31/1955,2.3103,2.9
8/31/1955,2.3444,2.97
9/30/1955,2.3444,2.97
10/31/1955,2.3005,2.88
11/30/1955,2.3054,2.89
12/31/1955,2.3395,2.96
1/31/1956,2.7769,2.9
2/29/1956,2.7477,2.84
3/31/1956,2.8062,2.96
4/30/1956,2.9133,3.18
5/31/1956,2.8597,3.07
6/30/1956,2.8256,3
7/31/1956,2.8792,3.11
8/31/1956,2.9864,3.33
9/30/1956,3.0108,3.38
10/31/1956,2.9913,3.34
11/30/1956,3.0644,3.49
12/31/1956,3.1131,3.59
1/31/1957,3.3626,3.46
2/28/1957,3.3041,3.34
3/31/1957,3.3382,3.41
4/30/1957,3.3723,3.48
5/31/1957,3.4308,3.6
6/30/1957,3.5282,3.8
7/31/1957,3.5915,3.93
8/31/1957,3.5915,3.93
9/30/1957,3.5867,3.92
10/31/1957,3.611,3.97
11/30/1957,3.4892,3.72
12/31/1957,3.2408,3.21
1/31/1958,2.449,3.09
2/28/1958,2.4295,3.05
3/31/1958,2.3954,2.98
4/30/1958,2.3467,2.88
5/31/1958,2.3662,2.92
6/30/1958,2.3905,2.97
7/31/1958,2.5026,3.2
8/31/1958,2.6682,3.54
9/30/1958,2.7754,3.76
10/31/1958,2.7949,3.8
11/30/1958,2.7656,3.74
12/31/1958,2.8241,3.86
1/31/1959,3.7072,4.02
2/28/1959,3.6779,3.96
3/31/1959,3.6926,3.99
4/30/1959,3.7559,4.12
5/31/1959,3.8485,4.31
6/30/1959,3.8631,4.34
7/31/1959,3.8923,4.4
8/31/1959,3.9069,4.43
9/30/1959,4.0287,4.68
10/31/1959,3.9556,4.53
11/30/1959,3.9556,4.53
12/31/1959,4.0336,4.69
1/31/1960,3.8021,4.72
2/29/1960,3.69,4.49
3/31/1960,3.5731,4.25
4/30/1960,3.5877,4.28
5/31/1960,3.6218,4.35
6/30/1960,3.5244,4.15
7/31/1960,3.4026,3.9
8/31/1960,3.3538,3.8
9/30/1960,3.3538,3.8
10/31/1960,3.3977,3.89
11/30/1960,3.4172,3.93
12/31/1960,3.3733,3.84
1/31/1961,3.0913,3.84
2/28/1961,3.0621,3.78
3/31/1961,3.0426,3.74
4/30/1961,3.0621,3.78
5/31/1961,3.0279,3.71
6/30/1961,3.1108,3.88
7/31/1961,3.1303,3.92
8/31/1961,3.1887,4.04
9/30/1961,3.1595,3.98
10/31/1961,3.1303,3.92
11/30/1961,3.14,3.94
12/31/1961,3.1985,4.06
1/31/1962,3.99,4.1
2/28/1962,3.77,4
3/30/1962,3.61,3.86
4/30/1962,3.64,3.86
5/31/1962,3.66,3.9
6/29/1962,3.76,4
7/31/1962,3.82,4.04
8/31/1962,3.66,3.96
9/28/1962,3.66,3.94
10/31/1962,3.64,3.92
11/30/1962,3.59,3.92
12/31/1962,3.56,3.85
1/31/1963,3.65,3.87
2/28/1963,3.68,3.94
3/29/1963,3.71,3.95
4/30/1963,3.73,3.95
5/31/1963,3.78,3.96
6/28/1963,3.82,4
7/31/1963,3.88,4
8/30/1963,3.93,4.02
9/30/1963,3.94,4.07
10/31/1963,4.01,4.15
11/29/1963,3.99,4.08
12/31/1963,4.06,4.14
1/31/1964,4.03,4.15
2/28/1964,4.1,4.18
3/31/1964,4.16,4.23
4/30/1964,4.13,4.22
5/28/1964,4.03,4.19
6/30/1964,4.01,4.15
7/31/1964,4.04,4.19
8/31/1964,4.07,4.21
9/30/1964,4.05,4.18
10/30/1964,4.05,4.16
11/30/1964,4.13,4.2
12/31/1964,4.12,4.21
1/29/1965,4.11,4.19
2/26/1965,4.16,4.22
3/31/1965,4.14,4.2
4/30/1965,4.16,4.21
5/28/1965,4.15,4.23
6/30/1965,4.14,4.2
7/30/1965,4.18,4.22
8/31/1965,4.22,4.27
9/30/1965,4.33,4.35
10/29/1965,4.4,4.41
11/30/1965,4.47,4.48
12/31/1965,4.88,4.65
1/31/1966,4.98,4.69
2/28/1966,5.03,5.02
3/31/1966,4.84,4.71
4/29/1966,4.85,4.79
5/31/1966,5,4.8
6/30/1966,5.09,4.97
7/29/1966,5.26,5.05
8/31/1966,5.68,5.36
9/30/1966,5.34,5.02
10/31/1966,5.22,4.97
11/30/1966,5.28,5.12
12/30/1966,4.8,4.64
1/31/1967,4.67,4.52
2/28/1967,4.78,4.72
3/31/1967,4.42,4.5
4/28/1967,4.72,4.78
5/31/1967,4.72,4.81
6/30/1967,5.35,5.22
7/31/1967,5.12,5.16
8/31/1967,5.34,5.27
9/29/1967,5.38,5.31
10/31/1967,5.72,5.64
11/30/1967,5.77,5.74
12/29/1967,5.78,5.7
1/31/1968,5.55,5.54
2/29/1968,5.57,5.56
3/29/1968,5.76,5.76
4/30/1968,5.96,5.74
5/31/1968,5.97,5.86
6/28/1968,5.79,5.64
7/31/1968,5.5,5.39
8/30/1968,5.48,5.42
9/30/1968,5.48,5.49
10/31/1968,5.57,5.61
11/29/1968,5.72,5.78
12/31/1968,6.33,6.16
1/31/1969,6.3,6.19
2/28/1969,6.44,6.26
3/28/1969,6.36,6.3
4/30/1969,6.37,6.2
5/29/1969,6.69,6.56
6/30/1969,6.98,6.73
7/31/1969,6.98,6.66
8/29/1969,7.13,6.83
9/30/1969,8.02,7.51
10/31/1969,7.33,6.94
11/28/1969,7.61,7.29
12/31/1969,8.22,7.88
1/30/1970,8.27,7.75
2/27/1970,7.31,6.9
3/31/1970,7.24,7.08
4/30/1970,7.95,7.82
5/29/1970,7.83,7.95
6/30/1970,7.77,7.68
7/31/1970,7.58,7.38
8/31/1970,7.45,7.49
9/30/1970,7.18,7.29
10/30/1970,7.04,7.33
11/30/1970,5.99,6.49
12/31/1970,5.98,6.5
1/29/1971,5.78,6.09
2/26/1971,5.36,6.14
3/31/1971,5.06,5.53
4/30/1971,6.08,6.08
5/28/1971,6.24,6.38
6/30/1971,6.86,6.7
7/30/1971,6.96,6.85
8/31/1971,6.07,6.28
9/30/1971,6.06,6
10/29/1971,5.78,5.87
11/30/1971,5.84,5.93
12/31/1971,5.5,5.89
1/31/1972,5.75,6.09
2/29/1972,5.68,6.04
3/30/1972,6.1,6.12
4/28/1972,5.89,6.14
5/31/1972,5.79,6.05
6/30/1972,6,6.15
7/31/1972,5.98,6.12
8/31/1972,6.21,6.42
9/29/1972,6.18,6.54
10/31/1972,6.2,6.41
11/30/1972,6.12,6.28
12/29/1972,6.26,6.41
1/31/1973,6.45,6.54
2/28/1973,6.73,6.64
3/30/1973,6.81,6.73
4/30/1973,6.73,6.7
5/31/1973,6.78,6.93
6/29/1973,6.9,6.94
7/31/1973,7.87,7.43
8/31/1973,7.28,7.25
9/28/1973,6.72,6.9
10/31/1973,6.8,6.71
11/30/1973,6.77,6.69
12/31/1973,6.83,6.9
1/31/1974,6.91,7
2/28/1974,6.98,7.01
3/29/1974,7.65,7.41
4/30/1974,8.21,7.66
5/31/1974,8.06,7.52
6/28/1974,8.33,7.64
7/31/1974,8.46,7.89
8/30/1974,8.63,8.11
9/30/1974,8.05,7.94
10/31/1974,7.94,7.79
11/29/1974,7.56,7.64
12/31/1974,7.36,7.4
1/31/1975,7.34,7.53
2/28/1975,7.13,7.46
3/31/1975,7.5,8.01
4/30/1975,8.12,8.31
5/30/1975,7.61,8.04
6/30/1975,7.82,7.96
7/31/1975,8.07,8.2
8/29/1975,8.16,8.22
9/30/1975,8.42,8.48
10/31/1975,7.66,7.91
11/28/1975,7.9,8.14
12/31/1975,7.5,7.76
1/30/1976,7.43,7.8
2/27/1976,7.46,7.77
3/31/1976,7.39,7.66
4/30/1976,7.34,7.67
5/28/1976,7.78,7.96
6/30/1976,7.58,7.86
7/30/1976,7.47,7.86
8/31/1976,7.16,7.66
9/30/1976,7.05,7.55
10/29/1976,6.78,7.42
11/30/1976,6.05,7.01
12/31/1976,6.13,6.81
1/31/1977,6.83,7.4
2/28/1977,6.98,7.45
3/31/1977,6.94,7.42
4/29/1977,6.9,7.45
5/31/1977,6.87,7.38
6/30/1977,6.7,7.2
7/29/1977,7.03,7.42
8/31/1977,6.94,7.28
9/30/1977,7.11,7.41
10/31/1977,7.44,7.62
11/30/1977,7.36,7.55
12/30/1977,7.54,7.78
1/31/1978,7.72,7.94
2/28/1978,7.86,8.04
3/31/1978,7.97,8.15
4/28/1978,8.09,8.24
5/31/1978,8.28,8.42
6/30/1978,8.5,8.62
7/31/1978,8.46,8.56
8/31/1978,8.42,8.39
9/29/1978,8.5,8.56
10/31/1978,9.16,8.96
11/30/1978,8.94,8.86
12/29/1978,9.32,9.15
1/31/1979,8.95,8.95
2/28/1979,9.29,9.17
3/30/1979,9.19,9.11
4/30/1979,9.35,9.35
5/31/1979,9.04,9.06
6/29/1979,8.74,8.81
7/31/1979,8.99,9.01
8/31/1979,9.36,9.24
9/28/1979,9.48,9.44
10/31/1979,11.2,10.72
11/30/1979,10.44,10.38
12/31/1979,10.38,10.33
1/31/1980,11.11,11.13
2/29/1980,13.48,12.72
3/31/1980,13.31,12.64
4/30/1980,10.82,10.76
5/30/1980,9.87,10.25
6/30/1980,9.48,10.09
7/31/1980,10.09,10.76
8/29/1980,11.66,11.55
9/30/1980,11.88,11.86
10/31/1980,12.74,12.46
11/28/1980,13.14,12.72
12/31/1980,12.59,12.43
1/30/1981,12.8,12.68
2/27/1981,13.76,13.43
3/31/1981,13.39,13.13
4/30/1981,14.45,14.11
5/29/1981,13.99,13.5
6/30/1981,14.25,13.86
7/31/1981,15.24,14.67
8/31/1981,16.11,15.41
9/30/1981,16.27,15.84
10/30/1981,14.78,14.63
11/30/1981,12.79,13.13
12/31/1981,13.97,13.98
1/29/1982,14.24,14.14
2/26/1982,14.12,14.03
3/31/1982,14.39,14.18
4/30/1982,13.9,13.87
5/28/1982,13.76,13.71
6/30/1982,14.65,14.44
7/30/1982,13.73,13.68
8/31/1982,12.65,12.81
9/30/1982,11.69,11.73
10/29/1982,10.58,10.71
11/30/1982,10.37,10.79
12/31/1982,10.09,10.36
1/31/1983,10.31,10.8
2/28/1983,9.83,10.27
3/31/1983,10.27,10.62
4/29/1983,9.88,10.27
5/31/1983,10.55,10.81
6/30/1983,10.76,10.96
7/29/1983,11.59,11.76
8/31/1983,11.79,11.98
9/30/1983,11.2,11.44
10/31/1983,11.39,11.74
11/30/1983,11.36,11.63
12/30/1983,11.57,11.82
1/31/1984,11.34,11.67
2/29/1984,11.74,12.04
3/30/1984,12.28,12.53
4/30/1984,12.57,12.82
5/31/1984,13.76,13.91
6/29/1984,13.72,13.84
7/31/1984,12.85,12.91
8/31/1984,12.77,12.79
9/28/1984,12.48,12.47
10/31/1984,11.59,11.79
11/30/1984,11.25,11.58
12/31/1984,11.08,11.55
1/31/1985,10.77,11.17
2/28/1985,11.55,11.91
3/29/1985,11.29,11.65
4/30/1985,10.91,11.41
5/31/1985,9.68,10.28
6/28/1985,9.65,10.25
7/31/1985,9.98,10.57
8/30/1985,9.74,10.28
9/30/1985,9.73,10.31
10/31/1985,9.47,10.01
11/29/1985,9.07,9.59
12/31/1985,8.49,9
1/31/1986,8.53,9.08
2/28/1986,7.91,8.13
3/31/1986,7.19,7.39
4/30/1986,7.17,7.38
5/30/1986,7.82,8.05
6/30/1986,7.23,7.35
7/31/1986,7.02,7.34
8/29/1986,6.4,6.95
9/30/1986,6.98,7.45
10/31/1986,6.76,7.34
11/28/1986,6.65,7.15
12/31/1986,6.81,7.23
1/30/1987,6.71,7.18
2/27/1987,6.71,7.19
3/31/1987,7.02,7.51
4/30/1987,7.82,8.21
5/29/1987,8.15,8.49
6/30/1987,8.02,8.38
7/31/1987,8.21,8.66
8/31/1987,8.52,9
9/30/1987,9.21,9.63
10/30/1987,8.37,8.88
11/30/1987,8.43,8.99
12/31/1987,8.33,8.83
1/29/1988,7.76,8.26
2/29/1988,7.64,8.16
3/31/1988,8.04,8.57
4/29/1988,8.33,8.87
5/31/1988,8.73,9.2
6/30/1988,8.41,8.82
7/29/1988,8.75,9.12
8/31/1988,8.95,9.25
9/30/1988,8.61,8.87
10/31/1988,8.37,8.65
11/30/1988,8.91,9.06
12/30/1988,9.14,9.14
1/31/1989,9.08,9.01
2/28/1989,9.42,9.32
3/31/1989,9.53,9.3
4/28/1989,9.06,9.02
5/31/1989,8.65,8.6
6/30/1989,8.03,8.1
7/31/1989,7.56,7.82
8/31/1989,8.27,8.26
9/29/1989,8.36,8.31
10/31/1989,7.86,7.92
11/30/1989,7.74,7.84
12/29/1989,7.86,7.93
1/31/1990,8.35,8.43
2/28/1990,8.44,8.51
3/30/1990,8.65,8.65
4/30/1990,9.04,9.04
5/31/1990,8.56,8.6
6/29/1990,8.35,8.43
7/31/1990,8.13,8.36
8/31/1990,8.5,8.86
9/28/1990,8.47,8.82
10/31/1990,8.24,8.65
11/30/1990,7.91,8.26
12/31/1990,7.68,8.08
1/31/1991,7.62,8.03
2/28/1991,7.66,8.02
3/28/1991,7.73,8.05
4/30/1991,7.63,8.02
5/31/1991,7.69,8.06
6/28/1991,7.9,8.24
7/31/1991,7.77,8.2
8/30/1991,7.34,7.82
9/30/1991,6.92,7.47
10/31/1991,6.74,7.47
11/29/1991,6.48,7.38
12/31/1991,5.93,6.71
1/31/1992,6.44,7.31
2/28/1992,6.58,7.27
3/31/1992,6.94,7.54
4/30/1992,6.91,7.61
5/29/1992,6.61,7.33
6/30/1992,6.29,7.14
7/31/1992,5.84,6.72
8/31/1992,5.6,6.62
9/30/1992,5.33,6.37
10/30/1992,5.9,6.8
11/30/1992,6.23,6.95
12/31/1992,6.04,6.7
1/29/1993,5.57,6.39
2/26/1993,5.21,6.03
3/31/1993,5.24,6.03
4/30/1993,5.14,6.05
5/28/1993,5.37,6.16
6/30/1993,5.05,5.8
7/30/1993,5.16,5.83
8/31/1993,4.8,5.45
9/30/1993,4.79,5.4
10/29/1993,4.83,5.43
11/30/1993,5.15,5.83
12/31/1993,5.21,5.83
1/31/1994,5.02,5.7
2/28/1994,5.6,6.15
3/31/1994,6.23,6.77
4/29/1994,6.64,7.06
5/31/1994,6.77,7.17
6/30/1994,6.97,7.34
7/29/1994,6.73,7.12
8/31/1994,6.81,7.19
9/30/1994,7.28,7.62
10/31/1994,7.48,7.81
11/30/1994,7.79,7.91
12/30/1994,7.83,7.84
1/31/1995,7.54,7.6
2/28/1995,7.06,7.22
3/31/1995,7.08,7.2
4/28/1995,6.88,7.07
5/31/1995,6.08,6.3
6/30/1995,5.98,6.21
7/31/1995,6.16,6.45
8/31/1995,6.07,6.28
9/29/1995,6.01,6.17
10/31/1995,5.81,6.03
11/30/1995,5.53,5.76
12/29/1995,5.38,5.58
1/31/1996,5.25,5.6
2/29/1996,5.73,6.13
