,CPI,3M BILL,5YR INTERPOLATION,5.25 YR,10YR BOND,24M CPI (Ann.),5YR Real Yield,5.25YR Real Yield,10YR Real Yield,
5/1/2019,101.8070756,-0.155,-0.132661538,-0.129038462,-0.0602,0.71%,-0.8401,-0.8365,-0.7676,
6/1/2019,101.6034614,-0.125,-0.146910256,-0.146089744,-0.1305,0.66%,-0.8046,-0.8038,-0.7882,
7/1/2019,101.6034614,-0.115,-0.145407692,-0.145192308,-0.1411,0.76%,-0.9055,-0.9053,-0.9012,
8/1/2019,101.8070756,-0.155,-0.213776923,-0.214423077,-0.2267,0.76%,-0.9723,-0.9730,-0.9852,
9/1/2019,101.9088827,-0.335,-0.335238462,-0.329961538,-0.2297,0.66%,-0.9910,-0.9857,-0.8854,
10/1/2019,102.2143039,-0.19,-0.207051282,-0.204948718,-0.165,0.81%,-1.0135,-1.0114,-0.9715,
11/1/2019,102.316111,-0.205,-0.179246154,-0.174653846,-0.0874,0.70%,-0.8831,-0.8785,-0.7913,
12/1/2019,102.316111,-0.1,-0.073535897,-0.070564103,-0.0141,0.55%,-0.6253,-0.6224,-0.5659,
1/1/2020,102.316111,-0.125,-0.091030769,-0.087269231,-0.0158,0.50%,-0.5923,-0.5885,-0.5171,
2/1/2020,102.1124968,-0.125,-0.111882051,-0.109217949,-0.0586,0.40%,-0.5131,-0.5104,-0.4598,
3/1/2020,102.1124968,-0.205,-0.150648718,-0.144551282,-0.0287,0.55%,-0.7036,-0.6975,-0.5816,
4/1/2020,102.0106897,-0.15,-0.100389744,-0.095410256,-0.0008,0.55%,-0.6539,-0.6489,-0.5543,
5/1/2020,101.9088827,-0.11,-0.075866667,-0.072333333,-0.0052,0.40%,-0.4779,-0.4743,-0.4072,
6/1/2020,101.7052685,-0.09,-0.052546154,-0.049153846,0.0153,0.35%,-0.4047,-0.4014,-0.3369,
7/1/2020,101.8070756,-0.085,-0.045071795,-0.041628205,0.0238,0.40%,-0.4475,-0.4440,-0.3786,
8/1/2020,101.9088827,-0.115,-0.062197436,-0.057602564,0.0297,0.15%,-0.2124,-0.2078,-0.1205,
9/1/2020,101.7052685,-0.175,-0.105412821,-0.098987179,0.0231,0.00%,-0.1054,-0.0990,0.0231,
10/1/2020,101.6034614,-0.085,-0.041466667,-0.037833333,0.0312,-0.20%,0.1583,0.1620,0.2310,
11/1/2020,101.2980402,-0.085,-0.044487179,-0.041012821,0.025,-0.25%,0.2058,0.2093,0.2753,
12/1/2020,101.0944261,-0.1,-0.059066667,-0.055333333,0.0156,-0.20%,0.1417,0.1455,0.2164,
1/1/2021,101.6034614,-0.085,-0.040297436,-0.036602564,0.0336,0.05%,-0.0904,-0.0867,-0.0165,
2/1/2021,101.6034614,-0.1,-0.026035897,-0.020564103,0.0834,0.05%,-0.0762,-0.0707,0.0333,
3/1/2021,101.7052685,-0.095,-0.0133,-0.0075,0.1027,0.10%,-0.1136,-0.1078,0.0024,
4/1/2021,100.8908119,-0.105,-0.025325641,-0.019474359,0.0917,-0.45%,0.4257,0.4315,0.5427,
5/1/2021,101.1962331,-0.105,-0.030684615,-0.025115385,0.0807,-0.30%,0.2698,0.2753,0.3812,
6/1/2021,101.2980402,-0.1,-0.038020513,-0.033179487,0.0588,-0.15%,0.1124,0.1172,0.2092,
7/1/2021,101.5016544,-0.105,-0.059233333,-0.055166667,0.0221,-0.05%,-0.0091,-0.0051,0.0722,
8/1/2021,101.5016544,-0.115,-0.068579487,-0.064320513,0.0166,-0.15%,0.0815,0.0858,0.1667,
9/1/2021,101.9088827,-0.14,-0.072189744,-0.066410256,0.0434,0.00%,-0.0722,-0.0664,0.0434,
10/1/2021,101.7052685,-0.115,-0.035938462,-0.029961538,0.0836,-0.25%,0.2134,0.2194,0.3329,
11/1/2021,101.9088827,-0.155,-0.067476923,-0.060423077,0.0736,-0.20%,0.1317,0.1388,0.2728,
12/1/2021,101.9088827,-0.125,-0.057561538,-0.052038462,0.0529,-0.20%,0.1416,0.1472,0.2521,
1/1/2022,102.1124968,-0.095,0.001266667,0.007833333,0.1326,-0.10%,0.1008,0.1074,0.2322,
2/1/2022,102.5197251,-0.08,0.045466667,0.053333333,0.2028,0.20%,-0.1537,-0.1459,0.0036,
3/1/2022,102.9269534,-0.08,0.041910256,0.049589744,0.1955,0.40%,-0.3561,-0.3484,-0.2025,
4/1/2022,103.3341817,-0.145,0.017820513,0.028679487,0.235,0.65%,-0.6288,-0.6179,-0.4116,
5/1/2022,103.639603,-0.095,0.051446154,0.060653846,0.2356,0.85%,-0.7941,-0.7849,-0.6100,
6/1/2022,103.639603,-0.15,0.016923077,0.028076923,0.24,0.95%,-0.9295,-0.9184,-0.7065,
7/1/2022,104.1486383,-0.15,0.009907692,0.020692308,0.2256,1.14%,-1.1336,-1.1228,-0.9179,
8/1/2022,104.5558666,-0.115,0.01935641,0.02824359,0.1971,1.29%,-1.2710,-1.2621,-1.0933,
9/1/2022,104.9630949,-0.245,-0.043146154,-0.028653846,0.2467,1.59%,-1.6321,-1.6176,-1.3423,
